video_id,broadcast_id,class_id,owner_id,class_name,institution,title,auth_code,edit_auth_code,creation,modification,caption_key,thumb_key
05459391,05261488,0,157115955,,,Surveys: Anonymous TRACS Survey,573211216,562648486,1658543964,1662473873,,Video-8de08069-719b-39a7-b883-40285e6fbf38_original_0013.jpg
05459989,05262086,0,168010805,,,Richard Hensley Mini-Teach 3,1601968708,532190872,1658544224,1663350514,,Video-cf88b978-62fb-3a3f-a9b3-4f6a29ad06c1_original_0001.jpg
05459934,05262031,0,122675259,,,Attempt 2,1216745245,1847970336,1658544200,1658584390,,Video-e691fbf8-a5f1-3e98-bbd4-af546da4d14f_original_0045.jpg
05459859,05261956,0,167702292,,,Revised_Chapter_5_-_Flash_(Large)_-_20130204_08.18.50AM,1126086878,217120646,1658544165,1662661103,,Video-b584f67a-cf04-3215-9542-a2017a3e7e5c_original_0103.jpg
05459722,05261819,0,169005073,,,Lecture_6_Chi-square_(Continued)_-_iPod_and_iPhone_-_20121014_08.19.17PM,2055544705,238801522,1658544107,1658584081,,Video-03c4424b-91b6-397f-aeb3-f1c1a8ad172f_original_0089.jpg
05459670,05261767,0,169005350,,,African American Families,446270763,976527782,1658544084,1660585965,5261767_English.srt,Video-e741e6cb-f536-3c84-b606-4cbb6f226dd4_original_0001.jpg
05459123,05261221,0,169007907,,,Perceiving Objects and Scenes (part 2),722580864,1486867217,1658543847,1663600493,5261221_English.srt,Video-f9b7bbbd-207f-363f-86f4-167d50425061_original_0160.jpg
05459465,05261562,0,169005177,,,Section 7.6-1,1455893590,1456363640,1658543995,1658584197,,Video-ab7cdc19-b0eb-342f-9b92-cb3b645f78c7_original_0055.jpg
05459794,05261891,0,169004752,,,CHEM 1341 Final Exam Review Session,571757598,656123807,1658544138,1664390745,,Video-7d3158ee-838b-370c-b837-add49c976edf_original_0001.jpg
05459882,05261979,0,122675259,,,HED_3348_Ebola_-_20170217_161257_27,1270192819,1232949837,1658544176,1658586285,,Video-f74f2a23-3c05-3ded-84fc-790e62fcc88a_original_0001.jpg
05459790,05261887,0,169005406,,,EvaluacionImplementacionMedidasPreventivas_-_iPad_-_20130221_10.27.44PM,1740819353,29967448,1658544136,1661892789,,Video-04d9b7a1-58c8-3de9-9f9b-66ca1f2c306a_original_0107.jpg
05459513,05261610,0,168870708,,,ELA Lesson,1987398113,3657674,1658544017,1660145356,,Video-a0c25e47-ebf4-39db-a268-0a183f639a9e_original_0211.jpg
05459716,05261813,0,164244592,,,Seasons model,2029577148,1024707463,1658544105,1658584312,5261813_English.srt,Video-cc45d817-0053-3474-af2e-232a1671f5c4_original_0057.jpg
05459873,05261970,0,168013333,,,Depreciation_SL_-_20161127_171151_27,692637633,1695705552,1658544172,1660745259,,Video-ab3b6f8b-f196-3924-a466-c9bcd8cd813d_original_0065.jpg
05459357,05261454,0,122675259,,,Secure Info Passwords,1815984663,1455516626,1658543950,1660049768,5261454_English.srt,Video-a4a6000a-ceaa-3f40-a9c1-cc4156672b56_original_0001.jpg
05459800,05261897,0,166744520,,,IE-3320 3/24 lecture,2097123288,2053575051,1658544140,1658587390,,Video-46f281d4-4176-378b-a8d6-560536e45672_original_0001.jpg
05459774,05261871,0,122675259,,,2301 Ch 10 Manf Costs and Product v. Period Costs,1881320000,1306278049,1658544129,1658587827,,Video-c26c0e38-4531-3a41-8992-175ba94b59dc_original_0001.jpg
05459748,05261845,0,157115955,,,5.1.2_Test_Recording_-_20170728_133118_27,1244348546,2096091839,1658544118,1660226149,,Video-db626eb7-0f9f-3944-91da-6184ade967a4_original_0004.jpg
05459569,05261666,0,166092008,,,Ch01_Part 1_Intro Cases,1546169442,1255178340,1658544039,1658583964,,Video-f0dbe901-329d-34f7-8168-fc0460c35785_original_0056.jpg
05459912,05262009,0,169005381,,,GMT20200902-233302_LS-Koh-s-Z_1920x1080,665842470,1695804081,1658544190,1658596032,,Video-3cc8ba75-5de1-35c6-bcc9-5625c9da0955_original_0154.jpg
05459487,05261584,0,122675259,,,Team Assignment,1748705966,1651219335,1658544006,1658584224,5261584_English.srt,Video-ca9bb5bc-f344-359c-b62a-26734668ed64_original_0001.jpg
05459253,05261350,0,169007286,,,Self-disclosure,2065122845,1881460947,1658543903,1662659956,5261350_English.srt,Video-a4caf495-2be3-3e3b-af35-b2ba75f8f296_original_0081.jpg
05459326,05261423,0,122675259,,,BOR-Meeting Round Rock 5/27/2016 - 5/27/2016 11:19:02 AM (Clip),1340589268,335496716,1658543936,1658586028,,Video-47322082-a44a-37d0-af18-89eec19c13bd_original_0053.jpg
05459908,05262005,0,169005617,,,Respiratory Disorders Part 3,543672998,136895530,1658544189,1658584757,,Video-001cdfa6-6d8d-38ee-b6b3-d04fb7e11bf7_original_0111.jpg
05459604,05261701,0,169005430,,,Ch.15 - 11.19.2020 - 8:00AM,587084606,775939343,1658544055,1660930103,,Video-b2e9a882-9d0f-31a6-916c-8ec847353b6c_original_0154.jpg
05459729,05261826,0,158491770,,,VC_Light_Eye_Retina_Brain,1281222283,2074059205,1658544110,1662153828,5261826_English.srt,Video-c3d2fd2b-1056-38ec-bd06-c898d4379b15_original_0052.jpg
05459712,05261809,0,160584194,,,EXSPDA Extra1,75988482,776204110,1658544103,1658588437,,Video-6c999ab5-7649-320f-86bf-3123221df05e_original_0103.jpg
05459695,05261792,0,157115955,,,CamRelay_Change_PW_-_Flash_(Large)_-_20130711_01.49.38PM,1572636434,194762133,1658544095,1660226149,,Video-317a9b86-ab14-3667-b1fc-5e961bddabb4_original_0007.jpg
05459491,05261588,0,122675259,,,Current IT Events (Summer I 2022),1089781470,443875038,1658544008,1660662350,5261588_English.srt,Video-d905fdca-ee0f-3317-a045-5e26640b0c66_original_0127.jpg
05459448,05261545,0,169005158,,,06c Blue Rider,1126551509,852038998,1658543988,1658583986,5261545_English.srt,Video-f8e613ab-62cb-3088-82d5-b1c510c53d9c_original_0111.jpg
05459664,05261761,0,122675259,,,Seminar_1_Part_2_-_iPod_and_iPhone_-_20130110_05.05.16PM,2070829,1276110235,1658544080,1658584942,,Video-eeb44874-d121-3111-a6ea-156a5304f121_original_0105.jpg
05459279,05261376,0,169005423,,,Electric potential_for point charge,117131984,1933991551,1658543916,1658584199,5261376_English.srt,Video-a1a5e915-ecf3-34a4-86ef-fb572e686e17_original_0034.jpg
