video_id,broadcast_id,class_id,owner_id,class_name,institution,title,auth_code,edit_auth_code,creation,modification,caption_key,thumb_key
01299987,01217471,0,29012237,,,UNEDITED_Week5_Attitudes_Part5_ELM,1307014225,893722403,1594161090,1594162137,1217471_English,Video-bb2156d4-fe6a-4110-b8a6-91a5caa32843_processed.mp4-preview.jpg
01299961,01217448,0,31094988,,,Bcam_cutting,387811581,279460944,1594160523,1594161392,,Video-da110995-88e5-4a1c-8b95-0c3932fd3454_processed.mp4-preview.jpg
01299948,01217436,0,27642473,,,CH6_Video4_7-8,898777009,555423731,1594160193,1666818882,1217436_English,Video-0a8ed4db-3539-42ff-9759-fdee15af47a1_processed.mp4-preview.jpg
01299935,01217423,0,30941000,,,"My Event on Tuesday, July 7, 2020",781463026,811397026,1594159985,1594159985,,unknown
01299922,01217411,0,32324159,,,"My Event on Tuesday, July 7, 2020",396237731,1961465769,1594159785,1610498846,,151d8241-d1ad-4354-ac36-2eed98ed945d_screen_capture_video_1594159782_display0.mp4-preview.jpg
01299896,01217385,0,30941000,,,Welcome,1995432345,1748769897,1594159199,1594159199,,unknown
01299883,01217215,0,20424285,,,[Original Copy]Chapter 2 - Part 2,1953106188,1191235126,1594156091,1667818926,1217215_English.srt,18d797f4-b462-4183-bcb0-4baa5c87ea60_screen_capture_video_1594151787_display0_781217215-preview.jpg
01299870,01217361,0,33072075,,,"My Event on Tuesday, July 7, 2020",1783178438,1065019289,1594158704,1594218480,,jDz1jv-035B20D3-28F8-47D6-8449-13C61446407E_video.mp4-preview.jpg
01299857,01217348,0,31313081,,,IMG_8712,124680492,537633292,1594158558,1594925600,,Video-9ddfe8c9-e1c7-466d-9561-58ebbaab227b_processed.mp4-preview.jpg
01299844,01217335,0,31494806,,,Intro to Print & Drawing,1961581487,1119211606,1594158365,1594158365,,unknown
01299831,01217322,115210,2837927,UND01-2040-GEOL101-04848 - GEOL 101: Introduction to Geology - 04848 - Su20 (ONLINE),und,GEOL 101 - Lecture 12 - part 5,870551493,427615767,1594158189,1594245587,1217322_English,f7004831-d959-4631-a16e-8f2c3c030e31_screen_capture_video_1594158185_display0.mp4-preview.jpg
01299792,01217288,0,13091013,,,5.1 Introduction to Tissues (4:48),612308548,694972159,1594157465,1594164515,1217288_English.srt,Video-6b58aafe-eb08-3da9-8f96-f9011d4d9121_781216891_781217288-preview.jpg
01299779,01217275,0,20069066,,,Welcome,1953907835,1989151462,1594157170,1594157170,,unknown
01299766,01217263,0,18767158,,,PSYCH 242 Research Methods Chapter 12 Lecture,1525333086,1786575054,1594156917,1594156917,,unknown
01299753,01217252,122499,31655999,ANTH_005_A01_20U - INTRODUCTION TO ARCHAEOLOGY 005 (A01) (Summer 2020),ucr,Starting a project,1694300449,877044928,1594156777,1594163621,1217252_English,Video-1b9064b4-993a-47d8-84ac-ff42e89d1961_processed.mp4-preview.jpg
01299714,01216912,0,20424285,,,"[Original Copy][Original Copy]My Event on Tuesday, July 7, 2020",1011257072,986887095,1594151515,1667818926,1216912_English,mgarcia92_637297269872102126_1.mp4-preview.jpg
01299701,01217203,0,31481272,,,"My Event on Tuesday, July 7, 2020",1876411510,1193351253,1594155917,1594155917,,unknown
01299992,01217558,0,32350455,,,PA Lecture 10.3: Thoracic Wall Vasculature,702981813,1129417647,1594162558,1594232329,,cf037809-8438-4341-a1a8-a8b1d38e9dd5_screen_capture_video_1594161117_display0_781217558-preview.jpg
01299662,01217167,0,19538,,,CH 2: Graphs x v a vs t_edited,97102585,148042123,1594155420,1608311661,,b723facd-0b08-43f6-a604-16ccaa908e40_screen_capture_video_1469108577_display0_781217167_high_0107.jpg
01299979,01217465,0,32827815,,,Study Abroad Info Session_edited_edited_edited_edited_edited_edited_edited_edited,417738548,1853610963,1594160906,1595372268,1217465_English.srt,Video-8ac936c2-3bb7-4086-a86d-26d0a56d9f6c_processed_78940799_781216953_781217465-preview.jpg
01299966,01217453,0,19538,,,CH 4: Newtons Third Law_edited,256954541,2026798192,1594160616,1608320105,,b723facd-0b08-43f6-a604-16ccaa908e40_screen_capture_video_1470059700_display0_781217453_high_0157.jpg
01299953,01217441,0,30110327,,,3 Rooms,832870051,107679485,1594160291,1594161503,,unknown
01299610,01217127,125381,33115416,Introduction to Yuja,uwsa,Regent Scholar Awards 2020: Juk Bhattacharyya,624932786,445639286,1594154704,1594165824,1217127_English,Video-13218f1d-fc33-4c98-9b0c-2e383d342039_processed.mp4-preview.jpg
01299940,01217428,0,1742180,,,E112L Week 3 Tues Office Hour,1252300640,1360211194,1594160014,1594184485,1217428_English.srt,Video-2539b5cc-7100-4709-8539-e43c99d4af7c_processed_781217428-preview.jpg
01299927,01217416,125433,15866555,DEV-MKTG-545-JHawes - DEV MKTG 545 JHawes,indstate,"The Pitch - s01e08 - Autograph Collection, Marriott International_ Jones Advertising & Bandujo",1472442125,1022340678,1594159837,1594160934,1217416_English,Video-c9bc8680-187b-4fdd-a956-d113f3f2d8f0_processed.mp4-preview.jpg
01299584,01217097,0,19916182,,,Chap 10 Pgs 227-228  (9 min),1819873541,1867539059,1594154512,1667947864,1217097_English.srt,Video-6d4dbaff-825a-4dbe-a5c7-74b21029d22d_processed_781217097-preview.jpg
01299571,01217085,0,4884678,,,"My Event on Tuesday, July 7, 2020",1249586278,967982405,1594154332,1655486660,1217085_English,7dMrY5-CB417635-D8FE-4E12-9BE4-86159D964A7D_video.mp4-preview.jpg
01299901,01217390,0,19778426,,,"My Event on Tuesday, July 7, 2020",1824399962,1029002927,1594159280,1594160342,1217390_English,aQTzTjTlTXT7TZT2hnTYI9TeI9TRTpT7sKTnTDslTguesvTDTYTyTntl_video.mp4-preview.jpg
01299558,01217073,0,31250899,,,"My Event on Tuesday, July 7, 2020",1004514814,1616991639,1594154004,1594154004,,unknown
01299532,01217046,116893,22935635,MATH 5A LEC A: CALCULUS LIFE SCIEN (44310),uci,"Section 3.3 - Basic differentiation formulas, part 1 (Week 3, Wednesday)",95820480,992086219,1594153643,1594340540,1217046_English,Video-8fc976f5-104a-4e2a-8266-a6234276ac9f_processed.mp4-preview.jpg
01299875,01217547,0,10308593,,,Integer Exponents_edited_edited,42076017,1962102373,1594162390,1594209528,1217547_English.srt,Video-14ec03fe-8d7e-46b5-a705-d9a9e346e529_processed_781217366_781217547-preview.jpg
01299519,01217034,0,451565,,,"My Event on Tuesday, July 7, 2020",74553406,18950322,1594153553,1594156837,1217034_English,VyTqTRTZTjT0T8TzTpTeT7TZIYTPIPTqTjTZsET8TMsrT4uZcQT5IGCRT6ud_video.mp4-preview.jpg
01299862,01217353,0,20194202,,,"My Event on Tuesday, July 7, 2020",356168693,777879859,1594158623,1594158623,,unknown
01299849,01217340,0,10478410,,,sierraMadtwon,1582145194,2136891250,1594158378,1594161364,1217340_English,Video-3005771e-0dbb-473c-bf59-67f332a9d2aa_processed.mp4-preview.jpg
01299506,01217021,0,31502043,,,Anthro 110L: The Human Ocean,1759142846,1175104523,1594153434,1594847398,1217021_English,Video_Zoom_Recording_e9f881dc-2198-4da8-b32f-f1b42d2d6f83.mp4_processed-preview.jpg
01299836,01217327,0,19875534,,,Lesson-5,70347757,224613888,1594158242,1632153122,1217327_English,e07aa971-e361-4fb5-8340-3708fd0d258c_screen_capture_video_1594158242_display0.mp4-preview.jpg
01299823,01217314,0,20201833,,,Zoom Meeting CHm105 07/07/2020 Ch12,2084501795,1019293112,1594158048,1594187274,,Video-1968c4f2-3382-4fa7-bf9a-e1d157bae169_processed_781217314-preview.jpg
01299480,01216976,0,11078726,,,[Original Copy]Outlines Chapter 11_edited,817691394,2042295521,1594152820,1595277158,1216976_English.srt,Video-fcfee588-d292-4841-8e4e-8c3d4c87b9e8_processed_781216976-preview.jpg
01299810,01217302,0,10155319,,,Jennifer Maughan 2020-07-07,941012596,674273527,1594157905,1663705277,1217302_English.srt,OrJJRM-58A8C693-E020-4AFB-8C05-B22C836F03B1_desktop.mp4-preview.jpg
01299467,01216986,0,23709204,,,Structure and Home Page,1774756108,459312993,1594153029,1594826788,,Video-95a82818-96ad-4284-97e7-b0b88d7fb0a1_processed.mp4-preview.jpg
01299797,01217292,117447,19592454,202040.40552 - General Biology I [BIO-1080-001 40552.202040],msudenver,Chapter 15 Lecture - Part 2,2140706103,2005118004,1594157547,1594686069,1217292_English.srt,c9affeb0-b50d-4c5b-b492-3039ad52895b_screen_capture_video_1586980063_display0_781217292-preview.jpg
01299454,01216974,0,31250899,,,"My Event on Tuesday, July 7, 2020",534101927,875032786,1594152679,1594152679,,unknown
01299784,01217280,0,33143985,,,"Me, Myself, and I box",1929087808,935598002,1594157280,1594157280,,unknown
01299428,01216949,0,20571865,,,PS 101 Lecture 5,1876683901,838773060,1594152205,1600093035,1216949_English.srt,pALL6Q-E0BD94E7-AD9A-4B45-8993-963B9725A0F0_desktop_781216949_original_0001.jpg
01299771,01217268,0,32492682,,,Reply to Joseph about Yuja ,1941500784,2117985073,1594156990,1597607749,1217268_English,kconklin1_637297357871103735_1.mp4-preview.jpg
01299415,01216937,0,197031,,,7c--Islamic Culture_edited,333157105,127430888,1594151903,1594234830,1216937_English.srt,Video-450bf129-f636-4d04-be0a-2234a79b4e74_processed_781216937-preview.jpg
01299758,01217256,125381,33115416,Introduction to Yuja,uwsa,"UW-Oshkosh, UW-Fox Valley",2045181085,206553916,1594156831,1594166421,1217256_English,Video-e3ca8a47-2296-49e0-8783-d6afc7fcd34e_processed_original_0023.jpg
01299402,01216893,0,12371980,,,[Original Copy]313 TL assignmt explained,182795884,1676246902,1594151145,1602606795,1216893_English,Video-fa21dc12-3b82-4e66-931c-901290ea969e_processed.mp4-preview.jpg
01299745,01217245,0,14840244,,,"My Event on Tuesday, July 7, 2020",1369830881,1635295679,1594156600,1594157228,1217245_English,Lzv4j1-A35AE1CA-EC16-4B6F-BC47-134D9E18F73F_desktop.mp4-preview.jpg
01299732,01217233,0,20076964,,,GEO3710_L9P1,1800013487,566139842,1594156422,1653066379,1217233_English,e6207092-2387-4018-9d79-20171c840280_screen_capture_video_1594156365_display0_original_0054.jpg
01299363,01216889,0,1901643,,,8.1: Three easy Laplacians,1838439020,316437827,1594151080,1594510332,1216889_English,d8540887-aa90-4142-8a6e-f4779d42003a_screen_capture_video_1594150327_display0_high_0115.jpg
01299706,01217208,0,1902969,,,Probability Part 1,1613259700,341838649,1594156005,1594163328,1217208_English,dvTBT2T5T3TDTlT8TWCNTLIOTgINTWTnTysnTqTPsaTpuNCXTBTMcqTzIY_desktop.mp4-preview.jpg
01299350,01216876,0,32744308,,,Citric acid cycle,1421310640,1161274863,1594150914,1594152149,1216876_English.srt,1N2MWR-E885FC71-323F-48B3-A448-9B1F4C52A977_desktop_781216876-preview.jpg
01299693,01217196,0,12547882,,,Skye Veach 2020-07-07,814063733,977582700,1594155756,1594167225,,5a33aade-a5f6-4d1d-8d5a-9d18d4760843_screen_capture_video_1594155753_display0.mp4-preview.jpg
01299337,01216864,0,28541379,,,Inclusion Resources Assignment_edited_edited,1209494222,2105027860,1594150694,1612221623,,10b76ea7-2dea-4f5f-89c1-8a38916d80bc_screen_capture_video_1594145292_display0_781216593_781216864-preview.jpg
